Accession_ID,Country_of_Origin,Latitude,Longitude,Accession_Type,Accession_Type
murinum_BCC2017,,,,outgroup,outgroup
CIho04144,Afghanistan,34.933,68.483,domesticated,landrace
CIho04159,Afghanistan,34.45,68.784,domesticated,landrace
CIho04176,Afghanistan,35.067,67.667,domesticated,landrace
CIho04184,Afghanistan,35.734,69.534,domesticated,landrace
CIho04188,Afghanistan,34.529,69.173,domesticated,landrace
CIho06601,Afghanistan,34.951,70.068,domesticated,landrace
CIho11688,Afghanistan,34.868,68.001,domesticated,landrace
CIho14250,Afghanistan,36.835,70.518,domesticated,landrace
CIho14255,Afghanistan,35.118,69.301,domesticated,landrace
CIho14258,Afghanistan,30.502,62.002,domesticated,landrace
CIho14260,Afghanistan,33.302,62.135,domesticated,landrace
PI125321,Afghanistan,33.002,66.002,domesticated,landrace
PI134636,Afghanistan,34.419,69.385,domesticated,landrace
PI135758,Afghanistan,35.935,66.419,domesticated,landrace
PI135761,Afghanistan,34.552,65.152,domesticated,landrace
PI140277,Afghanistan,33.002,66.002,domesticated,landrace
PI140278,Afghanistan,34.819,67.819,domesticated,landrace
PI198734,Afghanistan,33.552,68.419,domesticated,landrace
PI220659,Afghanistan,34.986,68.736,domesticated,landrace
PI220660,Afghanistan,35.753,69.003,domesticated,landrace
PI223446,Afghanistan,37.119,70.569,domesticated,landrace
PI223509,Afghanistan,34.419,70.453,domesticated,landrace
PI223879,Afghanistan,36.003,69.753,domesticated,landrace
PI244785,Afghanistan,34.52,69.186,domesticated,landrace
PI244791,Afghanistan,35.003,69.17,domesticated,landrace
PI250775,Afghanistan,31.603,65.703,domesticated,landrace
PI250778,Afghanistan,31.603,65.703,domesticated,landrace
PI328728,Afghanistan,33.004,66.004,domesticated,landrace
PI328729,Afghanistan,33.004,66.004,domesticated,landrace
PI331895,Afghanistan,33.004,66.004,domesticated,landrace
PI366439,Afghanistan,34.554,65.787,domesticated,landrace
PI366450,Afghanistan,34.871,63.087,domesticated,landrace
PI366453,Afghanistan,33.771,62.254,domesticated,landrace
PI366478,Afghanistan,36.688,67.838,domesticated,landrace
CIho02479,Algeria,36.038,0.138,domesticated,landrace
CIho03549,Algeria,33.022,6.022,domesticated,landrace
CIho14051,Algeria,33.106,6.072,domesticated,landrace
CIho14052,Algeria,34.856,5.739,domesticated,landrace
CIho14053,Algeria,34.856,5.739,domesticated,landrace
CIho14054,Algeria,33.023,6.023,domesticated,landrace
CIho14055,Algeria,33.023,6.023,domesticated,landrace
CIho14059,Algeria,34.656,5.889,domesticated,landrace
PI039590,Algeria,35.423,0.173,domesticated,landrace
PI057047,Algeria,33.107,6.073,domesticated,landrace
PI057048,Algeria,33.107,6.073,domesticated,landrace
PI057057,Algeria,34.857,5.74,domesticated,landrace
PI057065,Algeria,36.757,3.057,domesticated,landrace
PI064004,Algeria,28.007,3.007,domesticated,landrace
PI434871,Algeria,28.007,3.007,domesticated,landrace
CIho14302,Armenia,40.194,44.51,domesticated,landrace
CIho14391,Armenia,40.011,45.011,domesticated,landrace
CIho14394,Armenia,40.011,45.011,domesticated,landrace
CIho14395,Armenia,40.011,45.011,domesticated,landrace
PI061509,Armenia,40.194,44.511,domesticated,landrace
PI061510,Armenia,40.194,44.511,domesticated,landrace
PI073291,Armenia,40.011,45.011,domesticated,landrace
PI073292,Armenia,40.011,45.011,domesticated,landrace
PI073299,Armenia,40.011,45.011,domesticated,landrace
PI073301,Armenia,40.011,45.011,domesticated,landrace
PI094797,Armenia,40.062,44.512,domesticated,landrace
PI283397,Armenia,40.012,45.012,domesticated,landrace
PI327837,Armenia,39.795,45.295,domesticated,landrace
PI327838,Armenia,40.012,45.012,domesticated,landrace
PI327840,Armenia,40.879,45.145,domesticated,landrace
PI327842,Armenia,40.879,45.145,domesticated,landrace
PI327866,Armenia,40.012,45.012,domesticated,landrace
PI372077,Armenia,40.962,44.662,domesticated,landrace
PI573610,Armenia,40.013,45.013,domesticated,landrace
PI183631,Austria,47.567,16.1,domesticated,landrace
PI183636,Austria,48.417,16.234,domesticated,landrace
PI350713,Austria,47.035,13.635,domesticated,landrace
PI350715,Austria,47.168,13.518,domesticated,landrace
PI350717,Austria,47.302,12.668,domesticated,landrace
PI350725,Austria,47.068,10.635,domesticated,landrace
PI467467,Austria,47.269,11.352,domesticated,landrace
PI467486,Austria,47.702,14.269,domesticated,landrace
CIho14326,Azerbaijan,40.06,47.06,domesticated,landrace
CIho14327,Azerbaijan,40.048,47.048,domesticated,landrace
CIho14328,Azerbaijan,40.065,47.065,domesticated,landrace
CIho14332,Azerbaijan,40.108,47.108,domesticated,landrace
CIho14333,Azerbaijan,40.102,47.102,domesticated,landrace
CIho14334,Azerbaijan,40.118,47.118,domesticated,landrace
CIho14341,Azerbaijan,40.077,47.077,domesticated,landrace
CIho14344,Azerbaijan,40.045,47.045,domesticated,landrace
CIho14345,Azerbaijan,40.108,47.108,domesticated,landrace
PI068187,Azerbaijan,40.113,47.113,domesticated,landrace
PI068189,Azerbaijan,40.111,47.111,domesticated,landrace
PI068193,Azerbaijan,40.11,47.11,domesticated,landrace
PI068208,Azerbaijan,40.097,47.097,domesticated,landrace
PI068209,Azerbaijan,40.101,47.101,domesticated,landrace
PI068218,Azerbaijan,40.117,47.117,domesticated,landrace
PI068226,Azerbaijan,40.026,47.026,domesticated,landrace
PI073296,Azerbaijan,40.085,47.085,domesticated,landrace
PI073297,Azerbaijan,40.092,47.092,domesticated,landrace
PI073303,Azerbaijan,40.118,47.118,domesticated,landrace
PI094853,Azerbaijan,40.388,50.005,domesticated,landrace
PI327827,Azerbaijan,39.231,45.434,domesticated,landrace
PI564595,Bhutan,27.275,89.442,domesticated,landrace
PI574292,Bhutan,27.559,90.192,domesticated,landrace
PI253313,Bosnia and Herzegovina,44.428,17.111,domesticated,landrace
PI344920,Bosnia and Herzegovina,43.078,18.611,domesticated,landrace
PI344926,Bosnia and Herzegovina,43.328,18.778,domesticated,landrace
PI344928,Bosnia and Herzegovina,43.395,18.812,domesticated,landrace
PI344930,Bosnia and Herzegovina,43.528,18.795,domesticated,landrace
PI344932,Bosnia and Herzegovina,43.445,18.912,domesticated,landrace
PI344936,Bosnia and Herzegovina,43.529,18.795,domesticated,landrace
PI344940,Bosnia and Herzegovina,43.579,19.095,domesticated,landrace
PI344941,Bosnia and Herzegovina,43.579,19.096,domesticated,landrace
PI344942,Bosnia and Herzegovina,43.579,19.096,domesticated,landrace
PI344943,Bosnia and Herzegovina,43.779,18.796,domesticated,landrace
PI349907,Bosnia and Herzegovina,43.779,19.479,domesticated,landrace
PI374420,Bosnia and Herzegovina,44.163,17.429,domesticated,landrace
PI374421,Bosnia and Herzegovina,44.163,17.429,domesticated,landrace
PI374423,Bosnia and Herzegovina,44.28,17.863,domesticated,landrace
PI374424,Bosnia and Herzegovina,43.53,18.796,domesticated,landrace
PI327907,Bulgaria,43.032,25.032,domesticated,landrace
PI328152,Bulgaria,43.033,25.033,domesticated,landrace
PI328154,Bulgaria,43.033,25.033,domesticated,landrace
PI328155,Bulgaria,43.033,25.033,domesticated,landrace
PI328162,Bulgaria,43.033,25.033,domesticated,landrace
CIho14268,China,39.958,116.475,domesticated,landrace
CIho14291,China,30.708,104.108,domesticated,landrace
PI057089,China,30.625,114.359,domesticated,landrace
PI057296,China,42.342,123.859,domesticated,landrace
PI060205,China,31.792,80.409,domesticated,landrace
PI069421,China,36.759,114.559,domesticated,landrace
PI069563,China,45.792,126.692,domesticated,landrace
PI070839,China,43.939,125.369,domesticated,landrace
PI070853,China,42.843,126.193,domesticated,landrace
PI073700,China,49.643,117.476,domesticated,landrace
PI584959,China,26.591,117.889,domesticated,landrace
PI584962,China,30.062,120.918,domesticated,landrace
PI584963,China,36.103,103.839,domesticated,landrace
PI584971,China,36.047,96.047,domesticated,landrace
PI584973,China,42.616,85.503,domesticated,landrace
PI584974,China,42.616,85.503,domesticated,landrace
PI584975,China,39.047,116.047,domesticated,landrace
PI584977,China,37.047,112.047,domesticated,landrace
PI611491,China,30.063,120.919,domesticated,landrace
PI264916,Croatia,42.82,17.97,domesticated,landrace
PI264921,Croatia,43.737,16.153,domesticated,landrace
PI264922,Croatia,45.47,14.953,domesticated,landrace
PI264923,Croatia,45.287,13.987,domesticated,landrace
PI247928,Cyprus,35.055,33.055,domesticated,landrace
PI283433,Cyprus,35.055,33.055,domesticated,landrace
PI327606,Czechoslovakia,41.273,-98.563,domesticated,landrace
CIho00497,Egypt,27.065,30.065,domesticated,landrace
CIho03556,Egypt,28.166,30.816,domesticated,landrace
CIho03576,Egypt,31.582,25.232,domesticated,landrace
CIho03581,Egypt,31.582,25.232,domesticated,landrace
CIho03642,Egypt,30.983,29.599,domesticated,landrace
CIho03694,Egypt,26.133,34.166,domesticated,landrace
CIho03709,Egypt,31.049,29.833,domesticated,landrace
CIho03734,Egypt,31.05,29.833,domesticated,landrace
CIho06721,Egypt,30.074,31.277,domesticated,landrace
PI057752,Egypt,31.479,31.524,domesticated,landrace
PI060679,Egypt,30.083,31.283,domesticated,landrace
PI060701,Egypt,29.567,34.067,domesticated,landrace
PI564602,Egypt,31.419,27.302,domesticated,landrace
CIho13742,Eritrea,15.403,39.003,domesticated,landrace
CIho13743,Eritrea,15.403,39.003,domesticated,landrace
CIho13745,Eritrea,15.403,39.003,domesticated,landrace
CIho14880,Eritrea,15.403,39.003,domesticated,landrace
CIho14881,Eritrea,15.403,39.003,domesticated,landrace
CIho14883,Eritrea,15.403,39.003,domesticated,landrace
PI285118,Eritrea,15.07,39.07,domesticated,landrace
PI286388,Eritrea,15.404,39.004,domesticated,landrace
PI286389,Eritrea,15.07,39.07,domesticated,landrace
PI296453,Eritrea,15.404,39.004,domesticated,landrace
PI296459,Eritrea,14.754,39.487,domesticated,landrace
PI296460,Eritrea,15.837,38.521,domesticated,landrace
PI331217,Eritrea,15.404,39.004,domesticated,landrace
PI386406,Eritrea,15.404,38.738,domesticated,landrace
CIho01604,Ethiopia,8.071,38.071,domesticated,landrace
CIho11709,Ethiopia,7.905,36.738,domesticated,landrace
CIho11812,Ethiopia,8.072,38.072,domesticated,landrace
CIho11849,Ethiopia,8.072,38.072,domesticated,landrace
CIho13141,Ethiopia,8.072,38.072,domesticated,landrace
CIho13353,Ethiopia,12.672,37.539,domesticated,landrace
CIho13737,Ethiopia,9.389,42.189,domesticated,landrace
CIho14124,Ethiopia,11.206,39.706,domesticated,landrace
CIho14978,Ethiopia,13.722,39.639,domesticated,landrace
PI060694,Ethiopia,8.073,38.073,domesticated,landrace
PI151787,Ethiopia,8.073,38.073,domesticated,landrace
PI151795,Ethiopia,8.073,38.073,domesticated,landrace
PI186424,Ethiopia,8.073,38.073,domesticated,landrace
PI193799,Ethiopia,9.106,38.773,domesticated,landrace
PI194951,Ethiopia,12.673,37.54,domesticated,landrace
PI194952,Ethiopia,12.673,37.54,domesticated,landrace
PI273905,Ethiopia,7.907,36.74,domesticated,landrace
PI277393,Ethiopia,9.14,38.573,domesticated,landrace
PI283441,Ethiopia,8.073,38.073,domesticated,landrace
PI285124,Ethiopia,9.757,39.607,domesticated,landrace
PI290346,Ethiopia,8.074,38.074,domesticated,landrace
PI295442,Ethiopia,9.424,38.841,domesticated,landrace
PI295581,Ethiopia,7.274,38.674,domesticated,landrace
PI296455,Ethiopia,13.574,39.541,domesticated,landrace
PI296457,Ethiopia,14.274,39.491,domesticated,landrace
PI296472,Ethiopia,8.074,38.074,domesticated,landrace
PI298708,Ethiopia,7.808,36.658,domesticated,landrace
PI298738,Ethiopia,9.858,38.758,domesticated,landrace
PI316801,Ethiopia,8.075,38.075,domesticated,landrace
PI316874,Ethiopia,8.075,38.075,domesticated,landrace
PI328976,Ethiopia,8.075,38.075,domesticated,landrace
PI329000,Ethiopia,8.075,38.075,domesticated,landrace
PI356264,Ethiopia,8.075,38.075,domesticated,landrace
PI356333,Ethiopia,8.075,38.075,domesticated,landrace
PI356505,Ethiopia,8.075,38.075,domesticated,landrace
PI356580,Ethiopia,8.075,38.075,domesticated,landrace
PI356666,Ethiopia,8.075,38.075,domesticated,landrace
PI382275,Ethiopia,14.392,39.309,domesticated,landrace
PI382296,Ethiopia,14.059,39.659,domesticated,landrace
PI382343,Ethiopia,12.593,39.609,domesticated,landrace
PI382437,Ethiopia,8.493,39.459,domesticated,landrace
PI382506,Ethiopia,14.343,39.526,domesticated,landrace
PI382798,Ethiopia,12.793,37.509,domesticated,landrace
PI382860,Ethiopia,12.86,37.726,domesticated,landrace
PI382911,Ethiopia,14.343,39.543,domesticated,landrace
PI382982,Ethiopia,12.593,39.61,domesticated,landrace
PI383031,Ethiopia,8.76,38.31,domesticated,landrace
PI383136,Ethiopia,8.36,39.493,domesticated,landrace
PI386462,Ethiopia,14.244,38.977,domesticated,landrace
PI386524,Ethiopia,6.56,38.594,domesticated,landrace
PI386559,Ethiopia,11.927,38.094,domesticated,landrace
PI386601,Ethiopia,7.611,39.327,domesticated,landrace
PI386650,Ethiopia,13.227,37.977,domesticated,landrace
PI386723,Ethiopia,8.077,38.077,domesticated,landrace
PI386759,Ethiopia,8.078,38.078,domesticated,landrace
PI386838,Ethiopia,11.928,38.094,domesticated,landrace
PI386844,Ethiopia,14.178,38.578,domesticated,landrace
PI386940,Ethiopia,7.145,38.861,domesticated,landrace
PI387098,Ethiopia,8.995,38.728,domesticated,landrace
PI129484,Finland,64.079,26.079,domesticated,landrace
PI467625,Finland,64.081,26.081,domesticated,landrace
PI094806,Former Soviet Union,42.082,45.082,domesticated,landrace
PI283410,Former Soviet Union,60.082,100.082,domesticated,landrace
PI467375,France,48.502,-2.581,domesticated,landrace
CIho04095,Georgia,41.805,44.871,domesticated,landrace
CIho06702,Georgia,42.088,43.588,domesticated,landrace
PI027933,Georgia,41.805,44.872,domesticated,landrace
PI057095,Georgia,42.088,43.588,domesticated,landrace
PI057097,Georgia,42.088,43.588,domesticated,landrace
PI057098,Georgia,42.088,43.588,domesticated,landrace
PI057099,Georgia,42.089,43.589,domesticated,landrace
PI057106,Georgia,42.089,43.589,domesticated,landrace
PI078786,Georgia,42.089,43.589,domesticated,landrace
PI094790,Georgia,42.089,43.589,domesticated,landrace
PI094856,Georgia,42.089,43.589,domesticated,landrace
PI573659,Georgia,43.139,42.673,domesticated,landrace
PI573660,Georgia,43.123,42.906,domesticated,landrace
PI573661,Georgia,43.123,42.923,domesticated,landrace
PI573662,Georgia,43.14,42.89,domesticated,landrace
PI573663,Georgia,43.09,42.706,domesticated,landrace
PI573668,Georgia,43.14,42.823,domesticated,landrace
PI573675,Georgia,43.09,42.707,domesticated,landrace
PI573682,Georgia,42.723,45.19,domesticated,landrace
PI573687,Georgia,42.49,45.207,domesticated,landrace
PI573702,Georgia,42.024,44.824,domesticated,landrace
PI573703,Georgia,41.807,43.074,domesticated,landrace
PI591876,Georgia,42.741,45.241,domesticated,landrace
PI005873,Germany,50.042,10.175,domesticated,landrace
PI328858,Germany,51.594,10.594,domesticated,landrace
PI370833,Germany,51.594,10.594,domesticated,landrace
PI264897,Greece,35.595,23.929,domesticated,landrace
PI264903,Greece,36.479,25.562,domesticated,landrace
PI264904,Greece,36.312,27.929,domesticated,landrace
PI264906,Greece,36.279,27.929,domesticated,landrace
PI264909,Greece,40.946,25.846,domesticated,landrace
PI264911,Greece,40.629,23.779,domesticated,landrace
PI264912,Greece,40.363,23.529,domesticated,landrace
PI328388,Greece,35.113,25.846,domesticated,landrace
PI328409,Greece,36.796,22.479,domesticated,landrace
PI328417,Greece,38.03,23.63,domesticated,landrace
PI328484,Greece,35.252,24.991,domesticated,landrace
PI328485,Greece,35.113,26.196,domesticated,landrace
PI328486,Greece,35.563,23.88,domesticated,landrace
PI328498,Greece,37.697,22.147,domesticated,landrace
PI328520,Greece,39.097,22.097,domesticated,landrace
PI328577,Greece,36.847,22.664,domesticated,landrace
PI328578,Greece,35.297,26.214,domesticated,landrace
PI328632,Greece,35.464,23.73,domesticated,landrace
PI328637,Greece,37.347,22.647,domesticated,landrace
PI328639,Greece,39.097,22.097,domesticated,landrace
PI328787,Greece,35.381,25.564,domesticated,landrace
PI329032,Greece,37.014,22.531,domesticated,landrace
PI329042,Greece,37.248,22.064,domesticated,landrace
PI329043,Greece,39.098,22.098,domesticated,landrace
PI329114,Greece,38.114,23.081,domesticated,landrace
PI636056,Hungary,48.404,21.637,domesticated,landrace
PI636060,Hungary,48.054,20.921,domesticated,landrace
CIho03826,India,34.304,74.454,domesticated,landrace
CIho03853,India,34.338,74.888,domesticated,landrace
CIho03865,India,34.338,74.888,domesticated,landrace
CIho03886,India,34.321,75.105,domesticated,landrace
CIho05023,India,20.105,77.105,domesticated,landrace
CIho05024,India,20.105,77.105,domesticated,landrace
PI030842,India,27.355,80.855,domesticated,landrace
PI039368,India,26.089,85.789,domesticated,landrace
PI164385,India,29.906,75.939,domesticated,landrace
PI164744,India,15.456,75.272,domesticated,landrace
PI165883,India,30.356,79.439,domesticated,landrace
PI166058,India,27.356,80.856,domesticated,landrace
PI166060,India,27.356,80.856,domesticated,landrace
PI166078,India,30.356,79.439,domesticated,landrace
PI176004,India,30.139,80.289,domesticated,landrace
PI176010,India,30.14,80.29,domesticated,landrace
PI176021,India,29.94,79.606,domesticated,landrace
PI176035,India,29.94,79.606,domesticated,landrace
PI176042,India,29.94,79.607,domesticated,landrace
PI176061,India,29.94,79.607,domesticated,landrace
PI176112,India,30.49,78.59,domesticated,landrace
PI176113,India,30.607,78.774,domesticated,landrace
PI176118,India,30.607,78.774,domesticated,landrace
PI176129,India,30.607,78.774,domesticated,landrace
PI176144,India,30.607,78.774,domesticated,landrace
PI176162,India,30.607,78.774,domesticated,landrace
PI181102,India,32.691,77.107,domesticated,landrace
PI181108,India,24.941,72.857,domesticated,landrace
PI181113,India,24.024,72.491,domesticated,landrace
PI331803,India,20.108,77.108,domesticated,landrace
PI429883,India,34.341,76.191,domesticated,landrace
PI429947,India,32.141,76.941,domesticated,landrace
PI429995,India,29.858,80.391,domesticated,landrace
PI591958,Indonesia,-7.031,110.514,domesticated,landrace
CIho06950,Iran,32.109,53.109,domesticated,landrace
CIho06952,Iran,32.776,51.742,domesticated,landrace
PI047541,Iran,32.109,53.109,domesticated,landrace
PI048641,Iran,32.109,53.109,domesticated,landrace
PI138698,Iran,27.426,56.393,domesticated,landrace
PI138699,Iran,30.393,57.188,domesticated,landrace
PI138706,Iran,30.493,57.659,domesticated,landrace
PI138709,Iran,29.21,58.46,domesticated,landrace
PI138710,Iran,32.11,53.11,domesticated,landrace
PI138711,Iran,32.11,53.11,domesticated,landrace
PI138722,Iran,31.143,52.943,domesticated,landrace
PI138726,Iran,29.11,53.11,domesticated,landrace
PI141423,Iran,33.577,49.177,domesticated,landrace
PI141441,Iran,36.327,57.81,domesticated,landrace
PI225136,Iran,32.11,53.11,domesticated,landrace
PI226639,Iran,29.744,51.844,domesticated,landrace
PI227449,Iran,29.11,53.11,domesticated,landrace
PI243581,Iran,38.344,48.411,domesticated,landrace
PI243587,Iran,35.844,50.494,domesticated,landrace
PI243588,Iran,30.394,57.19,domesticated,landrace
PI243607,Iran,36.328,57.811,domesticated,landrace
PI243609,Iran,37.578,57.428,domesticated,landrace
PI244807,Iran,36.945,54.595,domesticated,landrace
PI250861,Iran,36.411,59.711,domesticated,landrace
PI268241,Iran,29.728,52.345,domesticated,landrace
PI268250,Iran,32.795,47.378,domesticated,landrace
PI268255,Iran,30.412,51.595,domesticated,landrace
PI268256,Iran,30.412,51.595,domesticated,landrace
PI289811,Iran,32.295,48.345,domesticated,landrace
PI429360,Iran,36.312,48.312,domesticated,landrace
PI494169,Iran,38.192,46.404,domesticated,landrace
PI494175,Iran,32.562,48.462,domesticated,landrace
CIho01458,Iraq,33.413,44.713,domesticated,landrace
CIho01461,Iraq,33.413,44.713,domesticated,landrace
CIho01468,Iraq,33.413,44.713,domesticated,landrace
CIho02337,Iraq,33.113,44.113,domesticated,landrace
CIho02339,Iraq,33.113,44.113,domesticated,landrace
PI057015,Iraq,33.113,44.113,domesticated,landrace
PI076280,Iraq,33.397,44.63,domesticated,landrace
PI076281,Iraq,33.397,44.63,domesticated,landrace
PI076284,Iraq,33.397,44.63,domesticated,landrace
PI076285,Iraq,33.397,44.631,domesticated,landrace
PI076286,Iraq,33.397,44.631,domesticated,landrace
PI076290,Iraq,33.397,44.631,domesticated,landrace
PI076291,Iraq,33.397,44.631,domesticated,landrace
PI076294,Iraq,33.398,44.631,domesticated,landrace
PI076296,Iraq,33.398,44.631,domesticated,landrace
PI178636,Iraq,33.415,44.715,domesticated,landrace
PI178637,Iraq,33.415,44.715,domesticated,landrace
PI253938,Iraq,35.665,45.548,domesticated,landrace
PI584785,Iraq,33.115,44.115,domesticated,landrace
PI584786,Iraq,33.115,44.115,domesticated,landrace
PI584788,Iraq,33.115,44.115,domesticated,landrace
PI282616,Israel,31.617,34.867,domesticated,landrace
PI572573,Israel,32.118,35.185,domesticated,landrace
PI264864,Italy,44.586,10.036,domesticated,landrace
PI264888,Italy,37.436,15.07,domesticated,landrace
PI264890,Italy,37.753,14.887,domesticated,landrace
PI264891,Italy,41.253,13.987,domesticated,landrace
PI264894,Italy,38.57,16.703,domesticated,landrace
PI264926,Italy,41.254,13.987,domesticated,landrace
PI328924,Italy,38.22,15.77,domesticated,landrace
PI328945,Italy,38.221,15.771,domesticated,landrace
PI331878,Italy,38.221,15.771,domesticated,landrace
PI331912,Italy,42.954,12.954,domesticated,landrace
CIho11757,Japan,35.807,139.875,domesticated,landrace
PI080937,Japan,35.739,138.731,domesticated,landrace
PI080938,Japan,36.673,138.239,domesticated,landrace
PI182602,Japan,38.025,139.146,domesticated,landrace
PI190271,Japan,34.785,134.058,domesticated,landrace
PI190771,Japan,33.123,131.123,domesticated,landrace
PI223143,Jordan,31.125,36.125,domesticated,landrace
PI233834,Jordan,31.126,36.126,domesticated,landrace
PI420922,Jordan,32.21,35.843,domesticated,landrace
PI420923,Jordan,30.777,35.76,domesticated,landrace
PI639299,Kazakhstan,43.377,77.077,domesticated,landrace
PI639300,Kazakhstan,43.377,77.077,domesticated,landrace
PI083794,Korea North,40.578,129.028,domesticated,landrace
PI087780,Korea North,39.162,125.882,domesticated,landrace
PI087782,Korea North,39.162,125.882,domesticated,landrace
PI087835,Korea North,41.716,129.734,domesticated,landrace
PI087836,Korea North,39.162,125.883,domesticated,landrace
PI087838,Korea North,39.162,125.883,domesticated,landrace
PI087839,Korea North,39.162,125.883,domesticated,landrace
PI087840,Korea North,39.162,125.883,domesticated,landrace
PI087841,Korea North,40.054,125.522,domesticated,landrace
PI087842,Korea North,38.831,127.57,domesticated,landrace
PI087844,Korea North,40.476,127.497,domesticated,landrace
PI190786,Korea North,40.129,127.129,domesticated,landrace
PI190787,Korea North,40.129,127.129,domesticated,landrace
PI190790,Korea North,40.129,127.129,domesticated,landrace
PI087180,Korea South,36.13,127.83,domesticated,landrace
PI087752,Korea South,36.648,126.93,domesticated,landrace
PI087754,Korea South,35.88,127.38,domesticated,landrace
PI087757,Korea South,35.88,127.38,domesticated,landrace
PI087763,Korea South,35.88,127.38,domesticated,landrace
PI087765,Korea South,35.88,127.38,domesticated,landrace
PI087767,Korea South,35.88,127.38,domesticated,landrace
PI087778,Korea South,35.591,128.344,domesticated,landrace
PI087795,Korea South,35.88,127.38,domesticated,landrace
PI087800,Korea South,36.464,128.881,domesticated,landrace
PI087815,Korea South,36.464,128.881,domesticated,landrace
PI186125,Korea South,37.132,127.632,domesticated,landrace
PI186130,Korea South,37.132,127.632,domesticated,landrace
PI186134,Korea South,37.132,127.632,domesticated,landrace
PI190824,Korea South,35.594,128.346,domesticated,landrace
PI190852,Korea South,37.133,127.633,domesticated,landrace
PI182661,Lebanon,33.885,36.001,domesticated,landrace
PI182662,Lebanon,33.885,36.001,domesticated,landrace
PI026179,Libya,25.135,17.135,domesticated,landrace
PI060663,Libya,33.019,13.302,domesticated,landrace
PI235186,Libya,25.135,17.135,domesticated,landrace
PI264210,Libya,25.136,17.136,domesticated,landrace
PI410437,Libya,33.002,13.469,domesticated,landrace
PI344871,Macedonia,42.253,21.836,domesticated,landrace
PI344874,Macedonia,41.937,21.037,domesticated,landrace
PI344889,Macedonia,41.903,21.887,domesticated,landrace
PI374413,Macedonia,42.32,21.954,domesticated,landrace
PI378216,Macedonia,41.137,20.937,domesticated,landrace
PI390302,Macedonia,41.354,21.337,domesticated,landrace
PI390304,Macedonia,41.571,22.287,domesticated,landrace
PI390323,Macedonia,41.671,22.671,domesticated,landrace
PI405744,Macedonia,41.871,21.888,domesticated,landrace
PI405756,Macedonia,41.554,22.021,domesticated,landrace
PI405762,Macedonia,41.638,22.021,domesticated,landrace
PI405780,Macedonia,41.371,22.738,domesticated,landrace
PI405792,Macedonia,42.021,22.321,domesticated,landrace
PI405802,Macedonia,42.288,22.155,domesticated,landrace
PI415314,Macedonia,41.972,22.138,domesticated,landrace
PI415330,Macedonia,41.972,22.138,domesticated,landrace
PI415331,Macedonia,41.972,22.139,domesticated,landrace
PI415348,Macedonia,41.972,22.139,domesticated,landrace
PI415349,Macedonia,41.972,22.139,domesticated,landrace
PI415362,Macedonia,41.972,22.139,domesticated,landrace
PI415363,Macedonia,41.972,22.139,domesticated,landrace
PI415365,Macedonia,41.972,22.139,domesticated,landrace
PI420454,Macedonia,41.973,22.139,domesticated,landrace
PI420459,Macedonia,41.973,22.139,domesticated,landrace
PI420462,Macedonia,41.973,22.14,domesticated,landrace
PI420463,Macedonia,41.973,22.14,domesticated,landrace
PI420482,Macedonia,41.973,22.14,domesticated,landrace
CIho04049,Mongolia,46.76,96.56,domesticated,landrace
CIho04050,Mongolia,46.326,95.393,domesticated,landrace
CIho04056,Mongolia,46.143,105.143,domesticated,landrace
CIho04063,Mongolia,46.76,96.56,domesticated,landrace
CIho04064,Mongolia,46.76,96.56,domesticated,landrace
CIho04069,Mongolia,46.66,96.477,domesticated,landrace
CIho04074,Mongolia,46.76,96.56,domesticated,landrace
CIho04083,Mongolia,46.794,96.611,domesticated,landrace
CIho14151,Mongolia,46.144,105.144,domesticated,landrace
CIho14158,Mongolia,46.144,105.144,domesticated,landrace
CIho14216,Mongolia,46.144,105.144,domesticated,landrace
CIho14219,Mongolia,46.144,105.144,domesticated,landrace
CIho14222,Mongolia,46.145,105.145,domesticated,landrace
CIho14228,Mongolia,46.145,105.145,domesticated,landrace
CIho14234,Mongolia,46.145,105.145,domesticated,landrace
CIho14239,Mongolia,46.145,105.145,domesticated,landrace
PI061576,Mongolia,46.145,105.145,domesticated,landrace
PI061589,Mongolia,46.146,105.146,domesticated,landrace
PI184103,Montenegro,43.296,19.246,domesticated,landrace
PI184112,Montenegro,43.496,19.496,domesticated,landrace
PI344944,Montenegro,43.53,19.48,domesticated,landrace
PI344956,Montenegro,43.297,19.263,domesticated,landrace
PI344958,Montenegro,43.297,19.263,domesticated,landrace
PI356672,Morocco,32.148,-4.852,domesticated,landrace
PI356696,Morocco,32.148,-4.852,domesticated,landrace
PI356711,Morocco,32.148,-4.852,domesticated,landrace
PI356713,Morocco,32.149,-4.852,domesticated,landrace
PI356715,Morocco,32.149,-4.851,domesticated,landrace
PI356718,Morocco,32.149,-4.851,domesticated,landrace
PI356719,Morocco,32.149,-4.851,domesticated,landrace
PI356732,Morocco,32.149,-4.851,domesticated,landrace
PI356734,Morocco,32.149,-4.851,domesticated,landrace
PI356737,Morocco,32.149,-4.851,domesticated,landrace
PI356741,Morocco,32.149,-4.851,domesticated,landrace
PI356742,Morocco,32.149,-4.851,domesticated,landrace
PI356755,Morocco,32.15,-4.85,domesticated,landrace
PI356759,Morocco,32.15,-4.85,domesticated,landrace
PI356763,Morocco,32.15,-4.85,domesticated,landrace
